,band_name,fans,formed,origin,style
589,Europe,124,1979,Sweden,Heavy
590,Pentagram,124,1971,USA,Doom
591,Zyklon,124,1998,Norway,Black
592,Aeon,122,1999,Sweden,Death
593,Orden Ogan,122,1996,Germany,Medieval folk
594,Skyclad,122,1990,United Kingdom,Folk
595,Stormlord,122,1991,Italy,Symphonic black
596,X Japan,122,1982,Japan,Power
597,Aquilus,121,2000,Australia,Atmospheric black
598,Hail Spirit Noir,121,2010,Greece,Blackened progressive
599,Wine From Tears,121,2002,Russian Federation,Death doom
600,Amesoeurs,120,2004,France,Black
601,Kampfar,120,1994,Norway,Black
602,Unisonic,120,2009,Germany,Melodic power
603,Visions Of Atlantis,120,2000,Austria,Symphonic
604,Karnivool,119,1996,Australia,Alternative
605,OSI,119,2003,USA,Progressive
606,Ouroboros,119,2001,Australia,Technical death
607,Russian Federationn Circles,119,2004,USA,Post-metal
608,Vulture Industries,119,1998,Norway,Avantgarde
609,Blue Öyster Cult,118,1967,USA,Hard rock
610,Drowning Pool,118,1996,USA,Alternative
611,Hellhammer,118,1982,Switzerland,First wave of black
612,Benediction,117,1989,United Kingdom,Death
613,Blood Red Throne,117,1998,Norway,Death
614,Gwar,117,1985,USA,Alternative
615,Illnath,117,1997,Denmark,Symphonic black
616,Crimson Glory,116,1982,USA,Progressive heavy
617,James LaBrie,116,1998,Canada,Progressive
618,Witchcraft,116,2000,Sweden,Stoner
619,Darkest Hour,115,1995,USA,Melodic death
620,Otep,115,2000,USA,Nu
621,Red Fang,115,2005,USA,Stoner
622,Sacred Reich,115,1985,USA,Speed
623,Solefald,115,1995,Norway,Progressive black
624,Solitude Aeturnus,115,1987,USA,Doom
625,Cruachan,114,1992,Ireland,Celtic folk
626,D.R.I.,114,1982,USA,Crossover thrash
627,Exhumed,114,1991,USA,Deathgrind
628,Forefather,114,1997,United Kingdom,Folk
629,The Ruins Of Beverast,114,2003,Germany,Black
630,Vision Divine,114,1998,Italy,Power
631,Dokken,113,1977,USA,Heavy
632,Hollenthon,113,1994,Austria,Symphonic
633,Mägo De Oz,113,1989,Spain,Heavy
634,Tribulation,113,2001,Sweden,Thrash
635,Battle Beast,112,2008,Finland,Heavy
636,Bring Me The Horizon,112,2004,United Kingdom,Metalcore
637,Ex Deo,112,2008,Canada,Symphonic death
638,Metsatöll,112,1999,Estonia,Heavy
639,Skepticism,112,1991,Finland,Funeral doom
640,Dordeduh,111,2009,Romania,Atmospheric black
641,Redemption,111,2000,USA,Progressive
642,Scale The Summit,111,2004,USA,Progressive
643,Vildhjarta,111,2005,Sweden,Progressive math
644,Blood Stain Child,110,2000,Japan,Extreme power
645,Gorefest,110,1989,Netherlands,Death
646,Intronaut,110,2004,USA,Post-metal
647,Monster Magnet,110,1989,USA,Stoner
648,Sinister,110,1989,Netherlands,Death
649,Impaled Nazarene,109,1990,Finland,Black
650,Kiuas,109,2000,Finland,Power
651,While Heaven Wept,109,1989,USA,Doom
652,Brymir,108,2006,Finland,Extreme folk
653,Celesty,108,1998,Finland,Power
654,Darkseed,108,1992,Germany,Gothic
655,Die Apokalyptischen Reiter,108,1995,Germany,Death
656,Gris,108,2006,Canada,Depressive black
657,Orange Goblin,108,1995,United Kingdom,Stoner
658,The Crown,108,1998,Sweden,Death
659,Theocracy,108,2002,USA,Progressive power
660,Violator,108,2002,Brazil,Thrash
661,Mechina,107,2004,USA,Industrial death
662,Necrophobic,107,1989,Sweden,Death
663,Om,107,2003,USA,Stoner
664,Vesania,107,1997,Poland,Symphonic black
665,Lifelover,106,2005,Sweden,Depressive black
666,The Kovenant,106,1998,Norway,Industrial
667,Monstrosity,105,1990,USA,Death
668,Persuader,104,1997,Sweden,Power
669,Razor,104,1984,Canada,Thrash
670,Svartsot,104,2005,Denmark,Folk
671,Avatarium,103,2013,Sweden,Doom
672,Caliban,103,1997,Germany,Metalcore
673,Graveyard,103,2006,Sweden,Hard rock
674,Hail Of Bullets,103,2006,Netherlands,Death
675,Melvins,103,1984,USA,Sludge
676,Oomph!,103,1989,Germany,E
677,UnSun,103,2006,Poland,Gothic
678,Vio-lence,103,1985,USA,Thrash
679,Abbath,102,2015,Norway,Black
680,Angelus Apatrida,102,2000,Spain,Thrash
681,Blackmore's Night,102,1997,United Kingdom,Folk rock
682,Labyrinth,102,1991,Italy,Progressive power
683,Shining (NOR),102,1999,Norway,Jazz
684,Steel Panther,102,2000,USA,Glam
685,Toxik,102,1985,USA,Technical thrash
686,Tsjuder,102,1993,Norway,Black
687,Bilocate,101,2003,Jordan,Blackened death
688,Brainstorm,101,1989,Germany,Power
689,ColdWorld,101,2005,Germany,Ambient black
690,Forgotten Tomb,101,1999,Italy,Doom
691,Nasum,101,1993,Sweden,Grindcore
692,Beherit,100,1989,Finland,Black
693,Lord Belial,100,1992,Sweden,Black
694,Marillion,100,1979,United Kingdom,Progressive rock
695,Deadlock,99,1997,Germany,Alternative
696,Dominia,99,1999,Russian Federation,Symphonic death
697,Lazarus A.D.,99,2005,USA,Thrash
698,Midnattsol,99,2002,Norway,Folk
699,Pathfinder,99,2006,Poland,Symphonic power
700,Skyforger,99,1991,Latvia,Black
701,Thurisaz,99,1997,Belgium,Atmospheric black
702,Altar Of Plagues,98,2006,Ireland,Black
703,Angel Witch,98,1977,United Kingdom,New wave of british heavy
704,Cephalic Carnage,98,1992,USA,Grindcore
705,Demon Hunter,98,2000,USA,Metalcore
706,Neurotech,98,2007,Slovenia,Industrial
707,Thy Light,98,2005,Brazil,Depressive black
708,Abigail Williams,97,2005,USA,Symphonic black
709,Aura Noir,97,1993,Norway,Black
710,Enforcer,97,2005,Sweden,Heavy
711,Hell,97,1982,United Kingdom,New wave of british heavy
712,Jesu,97,2003,United Kingdom,Drone
713,Obscure Sphinx,97,2008,Poland,Post-metal
714,Prong,97,1986,USA,Thrash
715,Earth,96,1990,USA,Drone doom
716,Killing Joke,96,1979,United Kingdom,Industrial
717,Mr. Bungle,96,1985,USA,Avantgarde
718,MyGrain,96,2004,Finland,Gothenburg
719,October Falls,96,2001,Finland,Doom
720,Trees Of Eternity,96,2008,Finland,Gothic doom
721,Wilderun,96,2012,USA,Symphonic folk
722,Disillusion,95,1994,Germany,Extreme progressive
723,Dreamtale,95,1998,Finland,Power
724,Mushroomhead,95,1993,USA,Alternative
725,Officium Triste,95,1994,Netherlands,Death doom
726,Rosetta,95,2003,USA,Post-metal
727,Silencer,95,1995,Sweden,Black
728,Trollfest,95,2004,Norway,Folk
729,Varg,95,2005,Germany,Melodic black
730,Angtoria,94,2004,United Kingdom,Symphonic
731,Blackguard,94,2001,Canada,Gothic
732,Dir En Grey,94,1997,Japan,Alternative
733,Forest Stream,94,1995,Russian Federation,Doom
734,Morbid Saint,94,1986,USA,Thrash
735,Terrorizer,94,1986,USA,Grindcore
736,Threat Signal,94,2004,Canada,Melodic death
737,Axxis,93,1988,Germany,Heavy
738,Carnifex,93,2005,USA,Deathcore
739,Eyehategod,93,1988,USA,Doom
740,Riot V,93,1976,USA,Heavy
741,Stormwarrior,93,1998,Germany,Power
742,Terra Tenebrosa,93,2009,Sweden,Avantgarde
743,Theatres Des Vampires,93,1994,Italy,Symphonic black
744,Witchery,93,1997,Sweden,Thrash
745,Darkane,92,1998,Sweden,Death
746,Diabolical Masquerade,92,1993,Sweden,Avantgarde black
747,Gotthard,92,1992,Switzerland,Hard rock
748,Isole,92,1990,Sweden,Epic doom
749,Dan Swanö,91,1998,Sweden,Extreme progressive
750,Deeds Of Flesh,91,1993,USA,Brutal death
751,Thunderstone,91,2000,Finland,Power
752,Warning,91,1993,United Kingdom,Epic doom
753,Xerath,91,2007,United Kingdom,Symphonic math
754,40 Watt Sun,90,2009,United Kingdom,Doom
755,Allen/Lande,90,2005,USA,Heavy
756,KMFDM,90,1984,Germany,Industrial
757,Savage Circus,90,2004,Germany,Power
758,Beseech,89,1992,Sweden,Gothic
759,King Of Asgard,89,2008,Sweden,Viking black
760,Machinae Supremacy,89,2000,Sweden,Power
761,Pallbearer,89,2008,USA,Doom
762,Ratt,89,1983,USA,Glam
763,The Absence,89,2002,USA,Melodic death
764,The Project Hate MCMXCIX,89,1998,Sweden,Industrial death
765,Voyager,89,1999,Australia,Symphonic progressive
766,Demolition Hammer,88,1986,USA,Thrash
767,Entwine,88,1999,Finland,Suomi
768,Kivimetsän Druidi,88,2002,Finland,Symphonic folk
769,Mordab,88,2001,Iran,Progressive death
770,Skálmöld,88,2009,Iceland,Viking folk
771,Warmen,88,2000,Finland,Progressive power
772,Agent Steel,87,1984,USA,Speed
773,Anata,87,1993,Sweden,Technical death
774,Andromeda,87,1999,Sweden,Progressive
775,Brujeria,87,1989,Mexico,Grindcore
776,Enthroned,87,1993,Belgium,Black
777,Lantlôs,87,2005,Germany,Atmospheric black
778,Mnemic,87,1998,Denmark,Industrial
779,Penumbra,87,1996,France,Symphonic gothic
780,Veil Of Maya,87,2004,USA,Deathcore
781,Augury,86,2001,Canada,Technical death
782,Austere,86,2007,Australia,Depressive black
783,Northern Kings,86,2007,Finland,Symphonic
784,Portal,86,1994,Australia,Experimental death
785,Rata Blanca,86,1985,Argentina,Heavy
786,To/Die/For,86,1993,Finland,Suomi
787,UFO,85,1969,United Kingdom,Hard rock
788,Fields Of The Nephilim,84,1984,United Kingdom,Gothic rock
789,Helevorn,84,1999,Spain,Gothic doom
790,Lunatica,84,1998,Switzerland,Symphonic power
791,Aenaon,83,2005,Greece,Progressive black
792,At Vance,83,1998,Germany,Heavy
793,Behexen,83,1994,Finland,Black
794,Holy Grail,83,2008,USA,Heavy
795,Zonaria,83,2001,Sweden,Power
796,Dark The Suns,82,2005,Finland,Gothic
797,Funeral,82,1991,Norway,Funeral doom
798,Hellyeah,82,2006,USA,Groove heavy
799,Jag Panzer,82,1981,USA,Us power
800,Mournful Congregation,82,1993,Australia,Funeral doom
801,Ragnarok,82,1994,Norway,Black
802,Wodensthrone,82,2005,United Kingdom,Atmospheric black
803,Yob,82,1996,USA,Doom
804,An Autumn For Crippled Children,81,2008,Netherlands,Atmospheric black
805,Flowing Tears,81,1999,Germany,Gothic
806,Helstar,81,1982,USA,Power
807,Mezarkabul,81,1987,Turkey,Heavy
808,The 3rd And The Mortal,81,1992,Norway,Atmospheric doom
809,Abigor,80,1993,Austria,Black
810,Bonded By Blood,80,2005,USA,Thrash
811,Sabbat,80,1985,United Kingdom,Pagan thrash
812,Slash,80,2009,USA,Hard rock
813,Turmion Kätilöt,80,2003,Finland,Industrial
814,Almah,79,2006,Brazil,Power
815,Anciients,79,2010,Canada,Progressive
816,Ark,79,1990,Norway,Heavy
817,Blindead,79,1999,Poland,Progressive
818,Cobalt,79,2003,USA,Black
819,Devourment,79,1995,USA,Brutal death
820,Divine Heresy,79,2006,USA,Death
821,Gehenna,79,1993,Norway,Black
822,Grim Reaper,79,1979,United Kingdom,Heavy
823,Iron Fire,79,1995,Denmark,Speed
824,Nervecell,79,2000,United Arab Emirates,Hardcore
825,Nortt,79,1995,Denmark,Funeral doom
826,Versailles,79,2007,Japan,J rock
827,Ancient Rites,78,1988,Belgium,Viking black
828,Crimfall,78,2007,Finland,Symphonic folk
829,Exumer,78,1985,Germany,Thrash
830,Fractal Gates,78,2007,France,Melodic death
831,Hirax,78,1984,USA,Thrash
832,Lethian Dreams,78,2002,France,Atmospheric doom
833,Mystic Prophecy,78,2000,Germany,Power
834,Stam1na,78,1996,Finland,Alternative thrash
835,Winterfylleth,78,2007,United Kingdom,Atmospheric black
836,Abysmal Dawn,77,2003,USA,Death
837,Arkan,77,2005,France,Melodic death
838,DGM,77,1994,Italy,Progressive
839,Diabulus In Musica,77,2006,Spain,Symphonic
840,Fair To Midland,77,1998,USA,Progressive
841,God Forbid,77,1996,USA,Melodic thrash
842,In Solitude,77,2002,Sweden,Heavy
843,Kittie,77,1996,Canada,Nu
844,Marty Friedman,77,1988,USA,Neoclassical heavy
845,Power Quest,77,2001,United Kingdom,Power
846,Reverend Bizarre,77,1994,Finland,Doom
847,SikTh,77,2001,United Kingdom,Math
848,Skinless,77,1992,USA,Brutal death
849,Stormtroopers Of Death,77,1985,USA,Crossover thrash
850,The Angelic Process,77,1999,USA,Drone
851,Urgehal,77,1992,Norway,Black
852,Armored Saint,76,1982,USA,Heavy
853,Brutal Truth,76,1990,USA,Grindcore
854,For My Pain,76,1999,Finland,Suomi
855,Madder Mortem,76,1993,Norway,Avantgarde
856,Mirrorthrone,76,2000,Switzerland,Avantgarde
857,Neuraxis,76,1994,Canada,Technical death
858,Thrawsunblat,76,2009,Canada,Blackened folk
859,Thulcandra,76,2003,Germany,Melodic black
860,Ajattara,75,1996,Finland,Black
861,Aria,75,1985,Russian Federation,Heavy
862,Boris,75,1992,Japan,Drone doom
863,Despised Icon,75,2002,Canada,Deathcore
864,Hibria,75,1996,Brazil,Heavy
865,Imperanon,75,1999,Finland,Extreme power
866,Manilla Road,75,1976,USA,Heavy
867,Shaman,75,2000,Brazil,Progressive power
868,Vallenfyre,75,2010,United Kingdom,Death
869,Alkaloid,74,2014,Germany,Extreme progressive
870,Bloodbound,74,2004,Sweden,Heavy
871,Caligula's Horse,74,2011,Australia,Alternative
872,Damageplan,74,2003,USA,Groove metal
873,Demonaz,74,2007,Norway,Viking black
874,Ektomorf,74,1994,Hungary,Groove thrash
875,Elis,74,2003,Liechtenstein,Gothic
876,Nocturnus AD,74,1986,USA,Atmospheric death
877,Sarcófago,74,1985,Brazil,Black
878,Warrel Dane,74,2007,USA,Gothic
879,Whiplash,74,1984,USA,Thrash
880,Beneath The Massacre,73,2004,Canada,Brutal death
881,Blaze Bayley,73,2007,United Kingdom,Heavy
882,Bloodshot Dawn,73,2003,United Kingdom,Melodic death
883,Colosseum,73,2006,Finland,Funeral doom
884,Derdian,73,1998,Italy,Symphonic power
885,Godgory,73,1992,Sweden,Melodic death
886,Halestorm,73,1998,USA,Hard rock
887,Process Of Guilt,73,2002,Portugal,Doom
888,Warlock,73,1983,Germany,Heavy
889,Lumsk,72,2000,Norway,Viking folk
890,MaYaN,72,2010,Netherlands,Melodic death
891,Morgoth,72,1987,Germany,Death
892,Paradox,72,1986,Germany,Thrash
893,Rebellion,72,2001,Germany,Heavy
894,Ufomammut,72,1999,Italy,Doom
895,As Blood Runs Black,71,2003,USA,Deathcore
896,Astral Doors,71,2002,Sweden,Heavy
897,Babymetal,71,2010,Japan,J-
898,Demilich,71,1990,Finland,Progressive death
899,Exhorder,71,1985,USA,Thrash
900,Hatesphere,71,1993,Denmark,Death
901,Iron Mask,71,2002,Belgium,Power
902,Martyr,71,1994,Canada,Technical death
903,Mistur,71,2005,Norway,Black
904,Raintime,71,1999,Italy,Progressive
905,Sevendust,71,1994,USA,Nu
906,Amaseffer,70,2004,Israel,Progressive
907,Ancient,70,1992,Norway,Melodic black
908,Darkwater,70,2003,Sweden,Melodic progressive
909,Dornenreich,70,1996,Austria,Melodic black
910,Opera IX,70,1988,Italy,Symphonic black
911,Trouble,70,1979,USA,Doom
912,Andre Matos,69,2006,Brazil,Power
913,Conception,69,1989,Norway,Thrash
914,Diablo,69,1995,Finland,Melodic death
915,Illdisposed,69,1991,Denmark,Death
916,Rotten Sound,69,1993,Finland,Grindcore
917,WarCry,69,2001,Spain,Power
918,Winds Of Plague,69,2002,USA,Deathcore
919,Bethlehem,68,1991,Germany,Black
920,Civil War,68,2012,Sweden,Heavy
921,Darzamat,68,1995,Poland,Symphonic black
922,Freak Kitchen,68,1992,Sweden,Melodic hard rock
923,Krypteria,68,2004,Germany,Symphonic gothic
924,Nemesea,68,2002,Netherlands,Symphonic gothic
925,Pretty Maids,68,1981,Denmark,Heavy
926,Psychotic Waltz,68,1985,USA,Progressive
927,Satan,68,1979,United Kingdom,New wave of british heavy
928,Astarte,67,1995,Greece,Black
929,Beyond Twilight,67,1992,Denmark,Progressive
930,Cinderella,67,1982,USA,Glam
931,Coal Chamber,67,1994,USA,Nu
932,Cor Scorpii,67,2004,Norway,Black
933,Cormorant,67,2007,USA,Melodic death
934,Cult Of Fire,67,2010,Czech Republic,Black
935,Dew-Scented,67,1992,Germany,Death
936,Nocturnal Depression,67,2004,France,Depressive black
937,The Cult,67,1983,United Kingdom,Heavy
938,The Fall Of Every Season,67,2004,Norway,Atmospheric doom
939,Tierra Santa,67,1997,Spain,Heavy
940,After The Burial,66,2004,USA,Progressive deathcore
941,Secrets Of The Moon,66,1995,Germany,Black
942,Thy Art Is Murder,66,2006,Australia,Technical deathcore
943,Arckanum,65,1992,Sweden,Black
944,Elysion,65,2006,Greece,Symphonic gothic
945,Ereb Altor,65,2003,Sweden,Doom
946,Jason Becker,65,1988,USA,Neoclassical heavy
947,Jungle Rot,65,1994,USA,Death
948,Remembrance,65,2004,France,Funeral doom
949,To-Mera,65,2005,United Kingdom,Symphonic progressive
950,Wolverine,65,1995,Sweden,Melodic death
951,Batushka,64,2015,Poland,Black
952,Black Tide,64,2004,USA,Heavy
953,Bucovina,64,2000,Romania,Folk
954,Gary Moore,64,1970,Ireland,Hard rock
955,Myrkgrav,64,2003,Norway,Black
956,Newsted,64,2012,USA,Heavy
957,Panopticon,64,2007,USA,Atmospheric black
958,Savage Messiah,64,2007,United Kingdom,Thrash
959,Sear Bliss,64,1993,Hungary,Black
960,Wizard,64,1989,Germany,Power
961,Amiensus,63,2010,USA,Melodic black
962,Brain Drill,63,2005,USA,Technical death
963,Cacophony,63,1986,USA,Neoclassical power
964,Desire,63,1992,Portugal,Doom
965,Hacride,63,2001,France,Progressive death
966,Horna,63,1993,Finland,Black
967,Ill Niño,63,1999,USA,Nu
968,Killer Be Killed,63,2011,USA,Groove metal
969,Massacre,63,1984,USA,Death
970,Mekong Delta,63,1985,Germany,Progressive thrash
971,Royal Thunder,63,2006,USA,Heavy
972,Symfonia,63,2010,Finland,Power
973,The Monolith Deathcult,63,2002,Netherlands,Death
974,Throes Of Dawn,63,1994,Finland,Extreme symphonic
975,Adrenaline Mob,62,2011,USA,Heavy
976,Black Crown Initiate,62,2013,USA,Progressive death
977,Defeated Sanity,62,1994,Germany,Brutal death
978,Desaster,62,1988,Germany,Blackened thrash
979,Falloch,62,2010,United Kingdom,Folk
980,Loudness,62,1981,Japan,Hard rock
981,Subrosa,62,2005,USA,Sludge
982,Swashbuckle,62,2005,USA,Thrash
983,The Human Abstract,62,2004,USA,Progressive metalcore
984,XIV Dark Centuries,62,1998,Germany,Viking folk
985,Year Of No Light,62,2001,France,Atmospheric sludge
986,Angel Dust,61,1984,Germany,Thrash
987,Battlecross,61,2003,USA,Melodic death
988,Cannabis Corpse,61,2006,USA,Death
989,Clouds,61,2013,,Atmospheric doom
990,Dagoba,61,2000,France,Industrial thrash
991,God Seed,61,2009,Norway,Black
992,Heathen Foray,61,2005,Austria,Viking folk
993,Midnight Odyssey,61,2007,Australia,Atmospheric black
994,Powerglove,61,2005,USA,Instrumental power
995,Racer X,61,1985,USA,Heavy
996,Slough Feg,61,2005,USA,Heavy
997,Thorns,61,1989,Norway,Industrial black
998,Tuatha De Danann,61,1995,Brazil,Celtic folk
999,White Wizzard,61,2007,USA,Heavy
1000,Xanthochroid,61,2005,USA,Melodic black
1001,Xentrix,61,1985,United Kingdom,Thrash
1002,Avalanch,60,1989,Spain,Heavy
1003,Circle II Circle,60,2001,USA,Progressive power
1004,Dawn Of Tears,60,1999,Spain,Melodic death
1005,Exciter,60,1978,Canada,Speed
1006,Lich King,60,2004,USA,Thrash
1007,Nails,60,2007,USA,Grindcore
1008,Stolen Babies,60,1997,USA,Extreme avantgarde
1009,Stryper,60,1982,USA,Heavy
1010,Susperia,60,1998,Norway,Blackened thrash
1011,Urfaust,60,2003,Netherlands,Black
1012,Blood Ceremony,59,2006,Canada,Psychedelic doom
1013,Exivious,59,1997,Netherlands,Progressive
1014,Forever Storm,59,2006,Serbia,Heavy
1015,Kroda,59,2003,Ukraine,Black
1016,Kypck,59,2007,Finland,Doom
1017,Northland,59,2004,Spain,Extreme folk
1018,Raven,59,1974,United Kingdom,New wave of british heavy
1019,The Gentle Storm,59,2014,Netherlands,Symphonic progressive
1020,Void Of Silence,59,1999,Italy,Doom
1021,Bölzer,58,2008,Switzerland,Black
1022,Bleeding Through,58,1999,USA,Metalcore
1023,Dååth,58,2000,USA,Death
1024,Dødheimsgard,58,1994,Norway,Black
1025,Funeral Mist,58,1993,Sweden,Black
1026,Holy Moses,58,1980,Germany,Thrash
1027,Lurker Of Chalice,58,2001,USA,Ambient black
1028,Lustre,58,2008,Sweden,Atmospheric black
1029,Neaera,58,2003,Germany,Melodic death
1030,Nightfall,58,1991,Greece,Melodic death
1031,Pantheist,58,2000,Belgium,Funeral doom
1032,Revolution Renaissance,58,2008,Finland,Heavy
1033,Rigor Mortis,58,1983,USA,Speed
1034,Scarab,58,2001,Egypt,Brutal death
1035,Severe Torture,58,1997,Netherlands,Brutal death
1036,The Great Old Ones,58,2009,France,Atmospheric black
1037,Tvangeste,58,1996,Russian Federation,Symphonic black
1038,Wisdom,58,2001,Hungary,Power
1039,Witchfinder General,58,1979,United Kingdom,New wave of british heavy
1040,Words Of Farewell,58,2007,Germany,Melodic death
